Площадь,_скв.;Глубина,_м;Возраст;Литология;Tmax;ТОС;Kглинистости;HI
Западно-Кубалахская_359;2335,1;J3;аргиллиты_темно-серые_до_черных;429;1,7;0,295668;153
Западно-Кубалахская_359;2336,1;J3;аргиллиты_темно-серые_до_черных;431;1,3;0,259003;125
Западно-Кубалахская_359;2337,1;J3;аргиллиты_темно-серые_до_черных;431;1,44;0,30578;103
Западно-Кубалахская_359;2338,35;J3;аргиллиты_темно-серые_до_черных;432;1,4;0,354326;96
Западно-Кубалахская_359;2339,35;J3;аргиллиты_темно-серые_до_черных;436;1,57;0,258101;101
Западно-Кубалахская_359;2340,35;J3;аргиллиты_темно-серые_до_черных;435;1,42;0,317519;100
Западно-Кубалахская_359;2341,4;J3;аргиллиты_темно-серые_до_черных;434;1,28;0,286706;85
Западно-Кубалахская_359;2342,4;J3;аргиллиты_темно-серые_до_черных;432;1,4;0,180332;84
Западно-Кубалахская_359;2343,4;J3;аргиллиты_темно-серые_до_черных;432;1,56;0,207098;104
Западно-Кубалахская_359;2344,4;J3;аргиллиты_темно-серые_до_черных;431;1,6;0,282991;104
Западно-Кубалахская_359;2404;J3;аргиллиты_темно-серые_до_черных;432;1,04;0,380878;61
Западно-Кубалахская_359;2405;J3;аргиллиты_темно-серые_до_черных;434;2,53;0,443751;65
Западно-Кубалахская_359;2406;J3;аргиллиты_темно-серые_до_черных;431;1,48;0,419573;53
Западно-Кубалахская_359;2407;J3;аргиллиты_темно-серые_до_черных;433;1,65;0,372795;67
Западно-Кубалахская_359;2408;J3;аргиллиты_темно-серые_до_черных;433;1,09;0,406766;67
Западно-Кубалахская_359;2410,1;J3;аргиллиты_темно-серые_до_черных;429;0,88;0,419383;50
Западно-Кубалахская_359;2411,1;J3;аргиллиты_темно-серые_до_черных;427;0,82;0,396226;40
Западно-Кубалахская_359;2412,1;J3;аргиллиты_темно-серые_до_черных;434;0,94;0,446564;57
Западно-Кубалахская_359;2413,1;J3;аргиллиты_темно-серые_до_черных;431;0,87;0,433662;56
Западно-Кубалахская_359;2414,1;J3;аргиллиты_темно-серые_до_черных;428;0,77;0,431691;49
Западно-Кубалахская_359;2557,1;J3;аргиллиты_темно-серые_;428;1,06;0,346682;60
Западно-Кубалахская_359;2770;J3;аргиллиты_темно-серые_;435;1,75;0,136344;94
Западно-Кубалахская_359;2771;J3;аргиллиты_темно-серые_;435;1,59;0,188629;82
Западно-Кубалахская_359;2772;J3;аргиллиты_темно-серые_;434;1,42;0,276356;89
Западно-Кубалахская_359;2773;J3;аргиллиты_темно-серые_;435;1,57;0,250742;90
Западно-Кубалахская_359;2774;J3;аргиллиты_темно-серые_;434;1,59;0,309175;81
Западно-Кубалахская_359;2775,5;J3;аргиллиты_темно-серые_;434;1,56;0,359715;90
Западно-Кубалахская_359;2776,1;J3;аргиллиты_темно-серые_;434;1,44;0,310148;83
Западно-Кубалахская_359;2784;J3;аргиллиты_темно-серые_;435;1,72;0,280261;84
Западно-Кубалахская_359;2785,5;J3;аргиллиты_темно-серые_;434;1,54;0,330421;90
Западно-Кубалахская_359;2787;J3;аргиллиты_темно-серые_;434;1,48;0,231442;81
Западно-Кубалахская_359;2788,5;J3;аргиллиты_темно-серые_;434;1,55;0,302588;83
Западно-Кубалахская_359;2790;J3;аргиллиты_темно-серые_;436;1,48;0,130374;83
Западно-Кубалахская_359;2793;J3;аргиллиты_темно-серые_;431;0,46;0,235074;63
Западно-Кубалахская_359;2794,5;J3;аргиллиты_темно-серые_;429;0,57;0,234813;56
Западно-Кубалахская_359;2796;J3;аргиллиты_темно-серые_;431;0,81;0,314979;64
Западно-Кубалахская_359;2797,5;J3;аргиллиты_темно-серые_;433;0,74;0,265258;74
Западно-Кубалахская_359;2799;J3;аргиллиты_темно-серые_;432;0,67;0,326504;75
Западно-Кубалахская_359;2800,5;J3;аргиллиты_темно-серые_;431;0,65;0,352404;68
Западно-Кубалахская_359;2802;J3;аргиллиты_темно-серые_;434;0,82;0,355703;77
Западно-Кубалахская_359;2875;J3;аргиллиты_темно-серые_;432;0,78;0,453282;88
Западно-Кубалахская_359;2876,5;J3;аргиллиты_темно-серые_;433;0,77;0,483347;90
Западно-Кубалахская_359;2878;J3;аргиллиты_темно-серые_;434;1,1;0,448107;106
Западно-Кубалахская_359;2879,5;J3;аргиллиты_темно-серые_;436;0,89;0,431679;106
Западно-Кубалахская_359;2881;J3;аргиллиты_темно-серые_;432;1,51;0,409662;83
Западно-Кубалахская_359;2882,5;J3;аргиллиты_темно-серые_;434;1,07;0,468285;116
Западно-Кубалахская_359;2884;J3;аргиллиты_темно-серые_;435;1,58;0,418647;80
Западно-Кубалахская_359;2885,5;J3;аргиллиты_темно-серые_;432;1,01;0,450718;111
Западно-Кубалахская_359;2887;J3;аргиллиты_темно-серые_;432;0,84;0,413674;113
Западно-Кубалахская_359;2888,5;J3;аргиллиты_темно-серые_;433;0,86;0,430303;113
Западно-Кубалахская_359;2890;J3;аргиллиты_темно-серые_;433;0,89;0,424059;109
Западно-Кубалахская_359;2890,5;J3;аргиллиты_темно-серые_;434;0,66;0,462991;89
Западно-Кубалахская_359;2891;J3;аргиллиты_темно-серые_;431;0,77;0,496546;53
Западно-Кубалахская_359;2892;J3;аргиллиты_темно-серые_;432;1,24;0,424226;98
Западно-Кубалахская_359;2893;J3;аргиллиты_темно-серые_;433;1,25;0,52749;99
Западно-Кубалахская_359;2894;J3;аргиллиты_темно-серые_;433;1,22;0,504071;110
Западно-Кубалахская_359;2895;J3;аргиллиты_темно-серые_;434;0,81;0,410148;121
Западно-Кубалахская_359;2896,5;J3;аргиллиты_темно-серые_;433;1,44;0,384226;99
Западно-Кубалахская_359;2897,5;J3;аргиллиты_темно-серые_;433;1,31;0,486576;143
Западно-Кубалахская_359;2899;J3;аргиллиты_темно-серые_;434;1,43;0,432712;122
Западно-Кубалахская_359;2900;J2ml;аргиллиты_серые_;434;1,48;0,3826;111
Западно-Кубалахская_359;2904,7;J2ml;аргиллиты_темно-серые,_буроватые;434;1,39;0,272126;117
Западно-Кубалахская_359;2908,3;J2ml;аргиллиты_темно-серые,_буроватые;433;1,29;0,295212;115
Западно-Кубалахская_359;2910,4;J2ml;аргиллиты_темно-серые,_буроватые;431;1,79;0,348857;131
Западно-Кубалахская_359;2914,2;J2ml;аргиллиты_темно-серые,_буроватые;429;1,88;0,340243;150
Западно-Кубалахская_359;2915,3;J2ml;аргиллиты_темно-серые,_буроватые;431;1,48;0,292437;106
Западно-Кубалахская_359;2950;J2ml;аргиллиты_темно-серые,_буроватые;431;2,66;0,301085;149
Западно-Кубалахская_359;2951,5;J2ml;аргиллиты_темно-серые,_буроватые;429;2,62;0,333518;188
Западно-Кубалахская_359;2953;J2ml;аргиллиты_темно-серые,_буроватые;430;3,31;0,327167;166
Западно-Кубалахская_359;2954,5;J2ml;аргиллиты_темно-серые,_буроватые;427;4,01;0,32727;160
Западно-Кубалахская_359;2956;J2ml;аргиллиты_темно-серые,_буроватые;427;2,98;0,512245;111
Западно-Кубалахская_359;2957,5;J2ml;аргиллиты_темно-серые,_буроватые;432;2,93;0,379162;160
Западно-Кубалахская_359;2959;J2ml;аргиллиты_темно-серые,_буроватые;428;2,86;0,262916;112
Западно-Кубалахская_359;2960,5;J2ml;аргиллиты_темно-серые,_буроватые;427;3,62;0,17333;163
Западно-Кубалахская_359;2961,5;J2ml;аргиллиты_темно-серые,_буроватые;429;3,64;0,407423;147
Западно-Кубалахская_359;2965;J2ml;аргиллиты_темно-серые,_буроватые;428;3,29;0,504754;154
Западно-Кубалахская_359;2966,5;J2ml;аргиллиты_темно-серые,_буроватые;430;3,37;0,310858;117
Западно-Кубалахская_359;2968;J2ml;аргиллиты_темно-серые,_буроватые;429;3,85;0,445848;147
Западно-Кубалахская_359;2971;J2ml;аргиллиты_темно-серые,_буроватые;431;3,21;0,25997;113
Западно-Кубалахская_359;2972,5;J2ml;аргиллиты_темно-серые,_буроватые;432;2,24;0,412632;151
Западно-Кубалахская_359;2980;J2ml;аргиллиты_темно-серые,_буроватые;429;3,29;0,411747;183
Западно-Кубалахская_359;2981,5;J2ml;аргиллиты_темно-серые,_буроватые;433;2,73;0,336055;100
Западно-Кубалахская_359;2983;J2ml;аргиллиты_темно-серые,_буроватые;430;3,13;0,38953;139
Западно-Кубалахская_359;2984,5;J2ml;аргиллиты_темно-серые,_буроватые;431;3,05;0,372488;142
Западно-Кубалахская_359;2986;J2ml;аргиллиты_темно-серые,_буроватые;435;1,74;0,398451;126
Западно-Кубалахская_359;2987,5;J2ml;аргиллиты_темно-серые,_буроватые;432;3,04;0,404937;117
Западно-Кубалахская_359;2989;J2ml;аргиллиты_темно-серые,_буроватые;431;2,66;0,362034;172
Западно-Кубалахская_359;2991;J2ml;аргиллиты_темно-серые,_буроватые;429;3,27;0,337161;193
Западно-Кубалахская_359;2994;J2ml;аргиллиты_темно-серые,_буроватые;433;2,54;0,340277;96
Западно-Кубалахская_359;2995,5;J2ml;аргиллиты_темно-серые,_буроватые;430;2,37;0,324631;138
Западно-Кубалахская_359;2997;J2ml;аргиллиты_темно-серые,_буроватые;434;1,68;0,464269;85
Западно-Кубалахская_359;2998,5;J2ml;аргиллиты_темно-серые,_буроватые;431;3,1;0,414982;129
Западно-Кубалахская_359;3000;J2ml;аргиллиты_темно-серые,_буроватые;430;2,97;0,525491;135
Западно-Кубалахская_359;3001,5;J2ml;аргиллиты_темно-серые,_буроватые;431;2,63;0,362528;113
Западно-Кубалахская_359;3003;J2ml;аргиллиты_темно-серые,_буроватые;427;1,89;0,388798;109
Западно-Кубалахская_359;3051,9;J2ml;аргиллиты_серо-бурые;434;2,26;0,518323;154
Западно-Кубалахская_359;3054,4;J2ml;аргиллиты_серо-бурые;432;1,72;0,497297;101
Западно-Кубалахская_359;3057,85;J2ml;аргиллиты_серо-бурые;434;0,64;0,590151;436
Западно-Кубалахская_359;3155,7;J2ml;аргиллиты_темно-серые,_буроватые;432;2,25;0,658489;147
Западно-Кубалахская_359;3157,7;J2ml;аргиллиты_темно-серые,_буроватые;436;1,14;0,512364;87
Западно-Кубалахская_359;3160,8;J2ml;аргиллиты_темно-серые,_буроватые;434;1,95;0,531058;174
Западно-Кубалахская_359;3602,2;J2ml;аргиллиты_т-серые,_алевритист;443;0,58;#ЧИСЛО!;59
Западно-Кубалахская_359;3603,96;J2ln;аргиллиты_т-серые,_алевритист;440;1,48;0,526818;128
Западно-Кубалахская_359;3605,5;J2ln;аргиллиты_т-серые,_алевритист;439;1,74;0,525695;112
Восточно-Кубалахская_357;2721;J2ml;аргиллиты_серые;428;0,74;0,542633;42
Восточно-Кубалахская_357;2722,5;J2ml;аргиллиты_серые;433;2,01;0,526983;106
Восточно-Кубалахская_357;2743,6;J2ml;аргиллиты_зеленовато-серые;433;3,28;0,513198;145
Восточно-Кубалахская_357;2745;J2ml;аргиллиты_зеленовато-серые;430;3,49;0,517684;118
Восточно-Кубалахская_357;2746,5;J2ml;алевролиты_серые;429;3,48;0,542893;156
Восточно-Кубалахская_357;2748;J2ml;алевролиты_серые;427;3,2;0,460757;75
Восточно-Кубалахская_357;2750;J2ml;алевролиты_серые;430;2,1;0,587401;99
Восточно-Кубалахская_357;2756,2;J2ml;алевролиты_серые;432;1,83;0,563017;97
Восточно-Кубалахская_357;2757,5;J2ml;алевролиты_серые;433;2,8;0,508655;146
Восточно-Кубалахская_357;2763,5;J2ml;аргиллиты_серые;431;3,52;0,597232;102
Восточно-Кубалахская_357;2765;J2ml;аргиллиты_серые;432;2,84;0,521932;126
Восточно-Кубалахская_357;2766,5;J2ml;аргиллиты_серые;433;3,12;0,583085;172
Восточно-Кубалахская_357;2768;J2ml;аргиллиты_серые;434;2,28;0,562836;110
Восточно-Кубалахская_357;2769,5;J2ml;аргиллиты_серые;434;2,84;0,609503;106
Восточно-Кубалахская_357;2771;J2ml;аргиллиты_серые;433;2,9;0,503684;106
Восточно-Кубалахская_357;2773;J2ml;аргиллиты_серые;433;2,39;0,559842;173
Восточно-Кубалахская_357;2774,5;J2ml;аргиллиты_серые;433;2,31;0,627977;89
Восточно-Кубалахская_357;2776;J2ml;аргиллиты_серые;433;2,74;0,593277;115
Восточно-Кубалахская_357;2777,5;J2ml;аргиллиты_серые;433;2,79;0,580723;94
Восточно-Кубалахская_357;2779;J2ml;аргиллиты_серые;431;2,93;0,611944;110
Восточно-Кубалахская_357;2919;J2ml;алевропелиты_серые;433;1,41;0,631491;107
Восточно-Кубалахская_357;2998,15;J2ml;аргиллиты_серые;433;1,53;0,634395;120
Восточно-Кубалахская_357;2998,65;J2ml;аргиллиты_серые;433;1,81;0,604045;150
Восточно-Кубалахская_357;3001,15;J2ml;алевролиты_серые;432;2,05;0,572655;167
Восточно-Кубалахская_357;3002,65;J2ml;алевролиты_серые;433;1,48;0,618497;145
Восточно-Кубалахская_357;3004,15;J2ml;алевролиты_серые;434;1,57;0,616113;129
Восточно-Кубалахская_357;3005,15;J2ml;алевролиты_серые;431;1,51;0,62661;124
Восточно-Кубалахская_357;3647,1;J2ld;алевролиты_серые;442;1,67;0,558644;195
Восточно-Кубалахская_357;3648,1;J2ld;алевролиты_серые;438;1,28;0,479164;148
Восточно-Кубалахская_357;3649,1;J2ld;алевролиты_серые;441;1,68;0,526689;171
Восточно-Кубалахская_357;3650,1;J2ld;алевролиты_серые;440;1,28;0,512949;148
Восточно-Кубалахская_357;3651,1;J2ld;алевролиты_серые;440;1,59;0,48304;136
Массоновская_363;4198;J3;аргиллит_т-серый_до_черного;444;5,67;0,485281;195
Массоновская_363;4198,3;J3;аргиллит_т-серый_до_черного;445;5,67;0,555247;202
Массоновская_363;4198,7;J3;аргиллит_т-серый_до_черного;446;5,98;0,46033;227
Массоновская_363;4199;J3;аргиллит_т-серый_до_черного;445;5,83;0,485281;164
Массоновская_363;4199,3;J3;аргиллит_т-серый_до_черного;444;5,37;0,51538;139
Массоновская_363;4199,6;J3;аргиллит_т-серый_до_черного;443;4,9;0,560264;128
Массоновская_363;4199,9;J3;аргиллит_т-серый_до_черного;444;6,33;0,51538;165
Массоновская_363;4200,3;J3;аргиллит_т-серый_до_черного;447;7,86;0,510363;178
Массоновская_363;4200,8;J3;аргиллит_т-серый_до_черного;444;7,15;0,375446;196
Массоновская_363;4201,25;J3;аргиллит_т-серый_до_черного;442;5,98;0,245413;190
Массоновская_363;4201,75;J3;аргиллит_т-серый_до_черного;447;5,93;0,490297;205
Массоновская_363;4202,25;J3;аргиллит_т-серый_до_черного;442;9,24;0,54033;252
Массоновская_363;4202,75;J3;аргиллит_т-серый_до_черного;442;5,81;0,445413;175
Массоновская_363;4203,25;J3;аргиллит_т-серый_до_черного;445;9,04;0,510363;240
Массоновская_363;4203,75;J3;аргиллит_т-серый_до_черного;445;7,08;0,560264;225
Массоновская_363;4204,25;J3;аргиллит_т-серый_до_черного;445;5,24;0,490297;189
Массоновская_363;4204,67;J3;аргиллит_т-серый_до_черного;442;4,6;0,550231;157
Массоновская_363;4205,25;J3;аргиллит_т-серый_до_черного;445;4,68;0,495314;152
Массоновская_363;4205,75;J3;аргиллит_т-серый_до_черного;443;5,93;0,555247;148
Массоновская_363;4206,6;J3;аргиллит_т-серый_до_черного;444;7,18;0,455314;181
Массоновская_363;4207,05;J3;аргиллит_т-серый_до_черного;443;3,31;0,43538;74
Массоновская_363;4207,75;J3;аргиллит_т-серый_до_черного;447;6,66;0,485281;193
Массоновская_363;4208,25;J3;аргиллит_т-серый_до_черного;446;5,56;0,51538;184
Массоновская_363;4208,8;J3;аргиллит_т-серый_до_черного;444;6,8;0,550231;214
Массоновская_363;4209,15;J3;аргиллит_т-серый_до_черного;445;4,67;0,495314;188
Массоновская_363;4341;J3;аргиллит_т-серый,_алевритистый;449;0,62;0,700198;69
Массоновская_363;4342,45;J3;аргиллит_т-серый,_алевритистый;449;0,49;0,625214;53
Массоновская_363;4346,45;J3;аргиллит_т-серый,_алевритистый;448;0,5;0,800132;64
Кубалахская_1;1986;K1nch;аргиллит_алевритистый,_темно-серый;426;2,28;0,404267;68
Кубалахская_1;1987,5;K1nch;аргиллит_алевритистый,_темно-серый;433;2,73;0,444622;127
Кубалахская_1;1989;K1nch;аргиллит_алевритистый,_темно-серый;431;2,9;0,478222;140
Кубалахская_1;1990,5;K1nch;аргиллит_алевритистый,_темно-серый;431;2,73;0,478222;120
Кубалахская_1;1992;K1nch;аргиллит_алевритистый,_темно-серый;430;2,7;0,5792;106
Кубалахская_1;1993,5;K1nch;аргиллит_алевритистый,_темно-серый;429;2,91;0,505067;139
Кубалахская_1;1994;K1nch;аргиллит_алевритистый,_темно-серый;433;2,57;0,518578;149
Кубалахская_1;1995,5;K1nch;аргиллит_алевритистый,_темно-серый;433;2,49;0,498489;76
Кубалахская_1;1997;K1nch;аргиллит_алевритистый,_темно-серый;436;2,81;0,404267;103
Кубалахская_1;1998,5;K1nch;аргиллит_алевритистый,_темно-серый;432;2,79;0,424356;90
Кубалахская_1;2000;J3;аргиллит_алевритистый,_темно-серый;437;2,47;0,410844;80
Кубалахская_1;2001,5;J3;аргиллит_алевритистый,_темно-серый;435;2,58;0,310044;69
Кубалахская_1;2097,45;J3;аргиллит_темно-серый;432;2,42;0,310044;51
Кубалахская_1;2842,3;J2ln;аргиллит_темно-серый_до_черного;443;1,26;0,583023;117
Кубалахская_1;2843,8;J2ln;аргиллит_темно-серый_до_черного;438;1,36;0,533002;105
Кубалахская_1;2843,8;J2ln;аргиллит_темно-серый_до_черного;440;1,34;0,533002;109
Кубалахская_1;2845,3;J2ln;аргиллит_темно-серый_до_черного;440;1,49;0,551718;115
Кубалахская_1;2846,8;J2ln;аргиллит_темно-серый_до_черного;439;1,36;0,583023;109
Кубалахская_1;2847,7;J2ln;аргиллит_темно-серый_до_черного;434;1,33;0,595445;44
Кубалахская_1;2849,9;J2ln;аргиллит_темно-серый_до_черного;439;1,36;0,189151;93
Кубалахская_1;2851,4;J2ln;аргиллит_темно-серый_до_черного;439;1,64;0,670476;104
Кубалахская_1;2852,9;J2ln;аргиллит_темно-серый_до_черного;438;1,95;0,639172;114
Кубалахская_1;2854,4;J2ln;аргиллит_темно-серый_до_черного;438;1,69;0,65176;98
Кубалахская_1;2855,25;J2ln;аргиллит_темно-серый_до_черного;439;1,78;0,576729;109
Кубалахская_1;3154,5;J2vm-ld;алевролит_темно-серый;441;1,83;0,393872;150
Кубалахская_1;3156;J2vm-ld;алевролит_темно-серый;445;2,12;0,487619;175
Кубалахская_1;3156,7;J2vm-ld;алевролит_темно-серый;440;1,81;0,43147;175
Кубалахская_1;3157,6;J2vm-ld;алевролит_темно-серый;442;1,81;0,506335;149
Кубалахская_1;3167,1;J2vm-ld;аргиллит_темно-серый;443;1,43;0,437598;109
Кубалахская_1;3168,6;J2vm-ld;аргиллит_темно-серый;441;1,25;0,206377;120
Кубалахская_1;3170,1;J2vm-ld;аргиллит_темно-серый;443;1,36;0,256398;102
Кубалахская_1;3171,6;J2vm-ld;аргиллит_темно-серый;443;1,51;0,418882;141
Кубалахская_1;3173,1;J2vm-ld;аргиллит_темно-серый;441;1,04;0,443892;91
Кубалахская_1;3174,6;J2vm-ld;аргиллит_темно-серый;442;1,24;0,362567;107
Кубалахская_1;3176,1;J2vm-ld;аргиллит_темно-серый;443;0,69;0,387578;106
Кубалахская_1;3177,6;J2vm-ld;аргиллит_темно-серый;443;1,63;0,412588;136
Кубалахская_1;3181,9;J2vm-ld;аргиллит_темно-серый;443;1,02;0,362567;108
Кубалахская_1;3183,9;J2vm-ld;аргиллит_темно-серый;447;1,08;0,318841;106
Кубалахская_1;3185,4;J2vm-ld;аргиллит_темно-серый;446;1,46;0,400166;145
Кубалахская_1;3186,9;J2vm-ld;аргиллит_темно-серый;440;1,57;0,381449;139
Кубалахская_1;3188,3;J2vm-ld;аргиллит_темно-серый;442;1,73;0,43147;171
Кубалахская_1;3359;J1kt;пересл._алевролитов_и_аргиллитов;443;0,83;0,512629;123
Кубалахская_1;3360,5;J1kt;пересл._алевролитов_и_аргиллитов;443;0,73;0,375155;103
Кубалахская_1;3362;J1kt;пересл._алевролитов_и_аргиллитов;444;0,75;0,506335;115
Кубалахская_1;3488;J1kt;алевролит_серый_и_коричн;445;1,19;0,237681;112
Кубалахская_1;3489,4;J1kt;алевролит_серый_и_коричн;445;1,66;0,437598;148
Кубалахская_1;3490,3;J1kt;алевролит_серый_и_коричн;438;4,94;0,318841;270
Кубалахская_1;3491,8;J1kt;алевролит_серый_и_коричн;441;1,39;0,300124;113
Кубалахская_1;3493,3;J1kt;алевролит_серый_и_коричн;445;1,31;0,500207;129
Кубалахская_1;3494,8;J1kt;алевролит_серый_и_коричн;445;0,74;0,350145;91
Кубалахская_1;3496,3;J1kt;алевролит_серый_и_коричн;446;1,14;0,306418;125
Кубалахская_1;2113;J3;аргиллит_с_примесью_песчаника;433;;0,316622;53
Кубалахская_1;2113,5;J3;аргиллит_с_примесью_песчаника;437;;0,310044;56
Кубалахская_1;2114;J3;аргиллит_с_примесью_песчаника;436;;0,256178;59
Кубалахская_1;2114,5;J3;аргиллит_с_примесью_песчаника;440;;0,296533;60
Кубалахская_1;3195,1;J2vm-ld;пересл.алевроаргиллита_и_песч,_детрит;443;1,4;0,350145;124
Кубалахская_1;3196,5;J2vm-ld;пересл.алевроаргиллита_и_песч,_детрит;443;1,21;0,400166;122
Кубалахская_1;3198;J2vm-ld;пересл.алевроаргиллита_и_песч,_детрит;443;1,22;0,362567;124
Кубалахская_1;3200,5;J2vm-ld;пересл.алевроаргиллита_и_песч,_детрит;443;0,89;0,218965;102
